Gene	TCGA-RZ-AB0B-01A-11R-A40B-13	TCGA-V3-A9ZX-01A-11R-A40B-13	TCGA-V3-A9ZY-01A-11R-A40B-13	TCGA-V4-A9E5-01A-11R-A40B-13	TCGA-V4-A9E7-01A-11R-A40B-13	TCGA-V4-A9E8-01A-11R-A40B-13	TCGA-V4-A9E9-01A-11R-A40B-13	TCGA-V4-A9EA-01A-11R-A40B-13	TCGA-V4-A9EC-01A-11R-A40B-13	TCGA-V4-A9ED-01A-11R-A40B-13	TCGA-V4-A9EE-01A-11R-A40B-13	TCGA-V4-A9EF-01A-21R-A40B-13	TCGA-V4-A9EH-01A-11R-A40B-13	TCGA-V4-A9EI-01A-11R-A40B-13	TCGA-V4-A9EJ-01A-11R-A40B-13	TCGA-V4-A9EK-01A-11R-A40B-13	TCGA-V4-A9EL-01A-11R-A40B-13	TCGA-V4-A9EM-01A-11R-A40B-13	TCGA-V4-A9EO-01A-12R-A40B-13	TCGA-V4-A9EQ-01A-11R-A40B-13	TCGA-V4-A9ES-01A-11R-A40B-13	TCGA-V4-A9ET-01A-11R-A40B-13	TCGA-V4-A9EU-01A-11R-A40B-13	TCGA-V4-A9EV-01A-11R-A40B-13	TCGA-V4-A9EW-01A-11R-A40B-13	TCGA-V4-A9EX-01A-11R-A40B-13	TCGA-V4-A9EY-01A-11R-A40B-13	TCGA-V4-A9EZ-01A-11R-A40B-13	TCGA-V4-A9F0-01A-11R-A40B-13	TCGA-V4-A9F1-01A-11R-A40B-13	TCGA-V4-A9F2-01A-11R-A40B-13	TCGA-V4-A9F3-01A-11R-A40B-13	TCGA-V4-A9F4-01A-11R-A40B-13	TCGA-V4-A9F5-01A-11R-A40B-13	TCGA-V4-A9F7-01A-11R-A40B-13	TCGA-V4-A9F8-01A-11R-A40B-13	TCGA-VD-A8K7-01B-11R-A40B-13	TCGA-VD-A8K8-01A-11R-A40B-13	TCGA-VD-A8K9-01A-11R-A40B-13	TCGA-VD-A8KA-01B-11R-A40B-13	TCGA-VD-A8KB-01A-11R-A40B-13	TCGA-VD-A8KD-01A-11R-A40B-13	TCGA-VD-A8KE-01A-11R-A40B-13	TCGA-VD-A8KF-01A-11R-A40B-13	TCGA-VD-A8KG-01A-11R-A40B-13	TCGA-VD-A8KH-01A-11R-A40B-13	TCGA-VD-A8KI-01A-11R-A40B-13	TCGA-VD-A8KJ-01A-11R-A40B-13	TCGA-VD-A8KK-01A-11R-A40B-13	TCGA-VD-A8KL-01A-11R-A40B-13	TCGA-VD-A8KM-01A-11R-A40B-13	TCGA-VD-A8KN-01A-11R-A40B-13	TCGA-VD-A8KO-01A-11R-A40B-13	TCGA-VD-AA8M-01A-11R-A40B-13	TCGA-VD-AA8N-01A-11R-A40B-13	TCGA-VD-AA8O-01A-11R-A40B-13	TCGA-VD-AA8P-01A-11R-A40B-13	TCGA-VD-AA8Q-01A-11R-A40B-13	TCGA-VD-AA8R-01A-11R-A40B-13	TCGA-VD-AA8S-01B-11R-A40B-13	TCGA-VD-AA8T-01A-11R-A40B-13	TCGA-WC-A87T-01A-11R-A40B-13	TCGA-WC-A87U-01A-11R-A40B-13	TCGA-WC-A87W-01A-11R-A40B-13	TCGA-WC-A87Y-01A-11R-A40B-13	TCGA-WC-A880-01A-11R-A40B-13	TCGA-WC-A881-01A-12R-A40B-13	TCGA-WC-A882-01A-11R-A40B-13	TCGA-WC-A883-01A-12R-A40B-13	TCGA-WC-A884-01A-11R-A40B-13	TCGA-WC-A885-01A-11R-A40B-13	TCGA-WC-A888-01A-11R-A40B-13	TCGA-WC-A88A-01A-11R-A40B-13	TCGA-WC-AA9A-01A-11R-A40B-13	TCGA-WC-AA9E-01A-11R-A40B-13	TCGA-YZ-A980-01A-11R-A40B-13	TCGA-YZ-A982-01A-11R-A40B-13	TCGA-YZ-A983-01A-11R-A40B-13	TCGA-YZ-A984-01A-11R-A40B-13	TCGA-YZ-A985-01A-11R-A40B-13
hsa-miR-519b-5p|MIMAT0005454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-519b-3p|MIMAT0002837	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-525-5p|MIMAT0002838	NA	NA	7	1	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	10	NA	NA	NA	6	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	3	NA	12	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA	NA	18	NA	NA	NA	NA	1	NA	NA	NA	NA
hsa-miR-525-3p|MIMAT0002839	NA	NA	3	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-523-5p|MIMAT0005449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-523-3p|MIMAT0002840	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518f-5p|MIMAT0002841	NA	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	3	NA	NA	NA	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	NA	NA
hsa-miR-518f-3p|MIMAT0002842	NA	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-520b|MIMAT0002843	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518b|MIMAT0002844	NA	NA	13	1	NA	1	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	1	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	1	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	13	NA	NA	NA	15	NA	NA	NA	4	NA	NA	NA	NA	NA
hsa-miR-526a|MIMAT0002845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-520c-5p|MIMAT0005455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-520c-3p|MIMAT0002846	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518c-5p|MIMAT0002847	NA	NA	12	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518c-3p|MIMAT0002848	NA	NA	6	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	11	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-524-5p|MIMAT0002849	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-524-3p|MIMAT0002850	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-517-5p|MIMAT0002851	NA	NA	6	NA	NA	NA	9	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	15	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	6	NA	NA	NA	24	NA	NA	NA	3	NA	NA	NA	NA	NA
hsa-miR-517a-3p|MIMAT0002852	NA	NA	39	1	NA	NA	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	24	NA	NA	NA	35	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	NA	NA	NA	49	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	23	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-519d-3p|MIMAT0002853	NA	NA	6	NA	NA	NA	9	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	NA	NA	NA	4	NA	NA	1	1	NA	2	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	12	NA	NA	NA	2	NA	NA	NA	NA	NA
hsa-miR-521|MIMAT0002854	NA	NA	1	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-520d-5p|MIMAT0002855	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-520d-3p|MIMAT0002856	1	NA	3	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-517b-3p|MIMAT0002857	NA	NA	39	1	NA	NA	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	24	NA	NA	NA	35	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	NA	NA	NA	49	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	23	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-520g-3p|MIMAT0002858	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-516b-5p|MIMAT0002859	NA	NA	5	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	8	NA	NA	NA	1	NA	NA	NA	NA	NA
hsa-miR-516b-3p|MIMAT0002860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518e-5p|MIMAT0005450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518e-3p|MIMAT0002861	NA	NA	11	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518a-5p|MIMAT0005457	NA	NA	3	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518a-3p|MIMAT0002863	NA	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA
hsa-miR-518d-5p|MIMAT0005456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-518d-3p|MIMAT0002864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-517c-3p|MIMAT0002866	NA	NA	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA
hsa-miR-520h|MIMAT0002867	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-522-5p|MIMAT0005451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-522-3p|MIMAT0002868	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA
hsa-miR-519a-5p|MIMAT0005452	NA	2	10	4	2	2	8	NA	9	NA	NA	NA	1	NA	5	NA	NA	4	6	NA	NA	4	NA	NA	5	NA	NA	NA	1	2	NA	3	7	NA	1	NA	11	NA	1	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	1	10	NA	NA	NA	7	NA	1	NA	NA	NA	1	NA	1	2	NA	5	NA	NA	NA	16	NA	NA	NA	37	2	NA	NA	NA	NA
hsa-miR-519a-3p|MIMAT0002869	NA	NA	2	NA	NA	NA	8	NA	2	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-527|MIMAT0002862	NA	NA	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-516a-5p|MIMAT0004770	NA	NA	9	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	8	NA	NA	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	1	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	NA	NA	17	NA	NA	NA	9	NA	NA	NA	NA	NA
hsa-miR-516a-3p|MIMAT0006778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-499a-5p|MIMAT0002870	1	NA	NA	NA	3	NA	NA	NA	1	NA	NA	1	2	NA	1	NA	NA	NA	NA	2	NA	1	2	4	4	NA	1	NA	NA	4	NA	3	1	NA	6	1	NA	5	19	NA	2	6	9	1	NA	3	NA	NA	NA	2	2	1	1	2	1	1	1	3	2	NA	2	1	NA	2	1	1	NA	NA	2	NA	NA	2	NA	NA	2	1	1	NA	NA	NA
hsa-miR-499a-3p|MIMAT0004772	1	NA	3	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	3	NA	34	NA	18	12	7	6	NA	2	NA	1	NA	NA	1	NA	NA	4	NA	1	1	4	1	1	3	NA	NA	1	NA	2	2	NA	NA	1	NA	NA	NA	NA	1	NA	2	NA	1	2
hsa-miR-500a-5p|MIMAT0004773	209	30	39	124	201	44	109	23	134	93	154	55	122	73	332	51	121	21	28	251	162	49	130	184	85	84	91	49	50	163	43	115	63	85	216	92	33	241	276	62	138	145	124	113	80	127	141	43	116	48	146	73	55	248	133	73	288	123	94	141	98	212	59	48	348	105	27	31	162	177	130	247	70	78	65	41	49	57	32	45
hsa-miR-500a-3p|MIMAT0002871	8020	4756	2552	3696	5804	5237	5451	3791	5837	8603	5794	6603	4939	7912	15608	5479	8664	1833	2063	7910	7259	1480	6558	6074	5105	8620	7729	1401	7066	10964	5213	6946	1874	4238	4464	3142	2022	8346	9575	4830	7018	4902	6413	8819	3892	4852	9556	6210	8919	1512	9590	5439	2320	6468	6099	2621	9730	5989	7298	8479	6428	6870	3938	3380	10043	5427	1072	2507	6373	7924	6896	6665	5409	3964	1692	7208	2005	4612	3245	6119
hsa-miR-501-5p|MIMAT0002872	142	49	16	41	131	86	94	34	72	79	85	58	82	55	127	30	112	43	34	150	51	20	74	149	35	91	93	28	54	146	31	105	28	45	73	71	16	119	199	33	62	80	48	32	38	59	218	27	145	49	258	61	14	120	123	52	107	81	51	45	53	95	26	21	275	71	20	37	183	161	80	151	59	53	34	60	23	24	50	83
hsa-miR-501-3p|MIMAT0004774	1495	954	316	340	1030	1140	511	208	428	1033	975	954	544	1735	1380	651	1724	435	255	1571	481	223	1164	1677	431	1803	799	125	1064	2738	636	1683	259	508	620	452	240	1168	1244	394	535	757	624	879	502	478	2011	626	980	258	3140	1060	225	749	1178	491	1142	662	708	1011	629	909	392	302	2566	591	138	412	1529	1113	593	1189	543	352	175	1017	352	442	689	618
