Gene	TCGA-N5-A4R8-01A-11R-A28Z-13	TCGA-N5-A4RA-01A-11R-A28Z-13	TCGA-N5-A4RD-01A-11R-A28Z-13	TCGA-N5-A4RF-01A-11R-A28Z-13	TCGA-N5-A4RJ-01A-11R-A28Z-13	TCGA-N5-A4RM-01A-11R-A28Z-13	TCGA-N5-A4RN-01A-12R-A28Z-13	TCGA-N5-A4RO-01A-11R-A28Z-13	TCGA-N5-A4RS-01A-11R-A28Z-13	TCGA-N5-A4RT-01A-11R-A28Z-13	TCGA-N5-A4RU-01A-31R-A28Z-13	TCGA-N5-A4RV-01A-21R-A28Z-13	TCGA-N5-A59E-01A-11R-A28Z-13	TCGA-N5-A59F-01A-11R-A28Z-13	TCGA-N6-A4V9-01A-11R-A28Z-13	TCGA-N6-A4VC-01A-11R-A28Z-13	TCGA-N6-A4VD-01A-11R-A28Z-13	TCGA-N6-A4VE-01A-11R-A28Z-13	TCGA-N6-A4VF-01A-31R-A28Z-13	TCGA-N6-A4VG-01A-31R-A28Z-13	TCGA-N7-A4Y5-01A-12R-A28Z-13	TCGA-N7-A4Y8-01A-11R-A28Z-13	TCGA-N7-A59B-01A-11R-A28Z-13	TCGA-N8-A4PI-01A-21R-A28Z-13	TCGA-N8-A4PL-01A-11R-A28Z-13	TCGA-N8-A4PM-01A-11R-A28Z-13	TCGA-N8-A4PN-01A-11R-A28Z-13	TCGA-N8-A4PO-01A-11R-A28Z-13	TCGA-N8-A4PP-01A-11R-A28Z-13	TCGA-N8-A4PQ-01A-11R-A28Z-13	TCGA-N8-A56S-01A-11R-A28Z-13	TCGA-N9-A4PZ-01A-22R-A28Z-13	TCGA-N9-A4Q1-01A-11R-A28Z-13	TCGA-N9-A4Q3-01A-11R-A28Z-13	TCGA-N9-A4Q4-01A-11R-A28Z-13	TCGA-N9-A4Q7-01A-11R-A28Z-13	TCGA-N9-A4Q8-01A-31R-A28Z-13	TCGA-NA-A4QV-01A-11R-A28Z-13	TCGA-NA-A4QW-01A-11R-A28Z-13	TCGA-NA-A4QX-01A-11R-A28Z-13	TCGA-NA-A4QY-01A-11R-A28Z-13	TCGA-NA-A4R0-01A-11R-A28Z-13	TCGA-NA-A4R1-01A-11R-A28Z-13	TCGA-NA-A5I1-01A-21R-A28Z-13	TCGA-ND-A4W6-01A-11R-A28Z-13	TCGA-ND-A4WA-01A-12R-A28Z-13	TCGA-ND-A4WC-01A-21R-A28Z-13	TCGA-ND-A4WF-01A-11R-A28Z-13	TCGA-NF-A4WU-01A-11R-A28Z-13	TCGA-NF-A4WX-01A-11R-A28Z-13	TCGA-NF-A4X2-01A-11R-A28Z-13	TCGA-NF-A5CP-01A-12R-A28Z-13	TCGA-NG-A4VU-01A-11R-A28Z-13	TCGA-NG-A4VW-01A-11R-A28Z-13	TCGA-QM-A5NM-01A-11R-A28Z-13	TCGA-QN-A5NN-01A-11R-A28Z-13
hsa-miR-1233-3p|MIMAT0005588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1234-3p|MIMAT0005589	NA	2	NA	NA	NA	NA	NA	1	1	1	2	NA	1	1	NA	1	NA	NA	1	1	2	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA	1	1	NA	NA	3	2	2	NA	2	1	NA	1	NA	NA	NA	NA	NA
hsa-miR-1236-3p|MIMAT0005591	NA	NA	1	NA	NA	NA	NA	2	NA	NA	4	1	NA	1	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
hsa-miR-1237-3p|MIMAT0005592	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA
hsa-miR-1238-3p|MIMAT0005593	NA	2	NA	1	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	1	2	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA
hsa-miR-1200|MIMAT0005863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1202|MIMAT0005865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1203|MIMAT0005866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-663b|MIMAT0005867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1204|MIMAT0005868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1205|MIMAT0005869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1206|MIMAT0005870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1207-5p|MIMAT0005871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1207-3p|MIMAT0005872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1208|MIMAT0005873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548e-3p|MIMAT0005874	2	2	8	1	NA	1	3	2	2	1	1	6	2	2	1	2	4	1	2	NA	NA	NA	5	NA	NA	1	3	NA	NA	1	NA	NA	7	NA	6	NA	NA	2	1	1	2	3	1	1	4	NA	1	2	4	2	1	1	NA	7	1	1
hsa-miR-548j-5p|MIMAT0005875	NA	1	3	5	5	NA	NA	NA	1	1	NA	7	NA	NA	NA	2	3	NA	1	6	1	3	NA	NA	1	5	1	1	5	2	1	1	2	1	1	3	1	1	NA	1	6	NA	NA	1	5	1	2	NA	3	2	1	1	NA	3	1	7
hsa-miR-1285-3p|MIMAT0005876	NA	NA	2	NA	NA	2	4	1	NA	2	3	NA	1	NA	2	NA	1	1	3	NA	NA	1	2	1	NA	3	NA	NA	NA	NA	3	3	1	NA	1	1	2	NA	3	1	1	NA	3	NA	NA	2	2	3	3	2	NA	NA	NA	NA	2	2
hsa-miR-1286|MIMAT0005877	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
hsa-miR-1287-5p|MIMAT0005878	175	263	333	395	298	161	57	97	102	182	290	1805	63	267	97	157	72	86	76	154	102	52	264	70	98	112	413	127	105	198	128	167	218	128	276	31	110	321	235	97	279	88	7	296	164	357	61	132	503	357	80	114	308	55	107	246
hsa-miR-1289|MIMAT0005879	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
hsa-miR-1290|MIMAT0005880	2	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1291|MIMAT0005881	3	1	7	2	5	NA	2	14	3	NA	9	2	2	3	10	6	2	4	2	NA	4	7	1	3	1	3	4	5	3	1	2	9	27	2	NA	10	NA	4	1	NA	6	2	4	29	4	47	1	1	NA	1	4	1	1	2	NA	3
hsa-miR-548k|MIMAT0005882	1	1	3	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	2	1	NA	NA	1	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	2	NA	4	1	2	1	NA	1	1	NA	1	NA	NA	NA	NA	NA
hsa-miR-1293|MIMAT0005883	1	3	2	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	2	NA	NA	NA	1
hsa-miR-1294|MIMAT0005884	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	2	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	3	1	NA	2	NA	NA	NA	NA	2	NA	2	NA	2	1	2
hsa-miR-1295a|MIMAT0005885	12	26	22	13	5	4	4	3	1	15	21	7	11	6	1	1	2	6	21	10	42	4	2	5	25	15	16	37	3	7	11	36	16	3	5	11	2	24	9	14	3	3	23	3	25	15	NA	NA	3	14	5	7	25	3	4	16
hsa-miR-1297|MIMAT0005886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1299|MIMAT0005887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548l|MIMAT0005889	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	2	NA	1	1	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	3	1	1	NA	NA	NA	NA	NA	1	2	NA	NA	2	NA	1	1	NA	2	1	1	NA	2	1
hsa-miR-1302|MIMAT0005890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1303|MIMAT0005891	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
hsa-miR-1304-5p|MIMAT0005892	7	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	10	2	NA	NA	NA	2	NA	NA	1	3	1	NA	NA	NA	1	3	3	3	NA	3	3	NA	NA	1	NA	2	NA	NA	NA	NA	1
hsa-miR-1305|MIMAT0005893	41	26	53	NA	15	6	NA	10	13	53	37	90	59	4	10	8	NA	14	NA	26	6	27	5	1	13	14	NA	14	3	11	27	14	NA	NA	35	20	11	7	79	5	20	25	NA	11	6	4	54	8	22	25	NA	NA	20	NA	2	NA
hsa-miR-1243|MIMAT0005894	7	1	4	1	2	5	NA	NA	NA	2	1	NA	4	1	NA	NA	NA	NA	NA	1	1	NA	1	3	NA	5	3	1	1	1	4	4	1	1	4	NA	NA	3	5	NA	1	NA	NA	NA	1	2	NA	NA	1	3	1	4	6	NA	NA	NA
hsa-miR-548f-3p|MIMAT0005895	286	114	13	44	4	16	3	3	150	59	63	34	62	5	9	NA	1	3	2	40	21	104	1	5	74	15	400	42	57	50	65	1	1520	80	97	14	1	2	531	273	76	NA	8	4	92	27	1	23	24	13	1	9	6	3	1	1
hsa-miR-1244|MIMAT0005896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1245a|MIMAT0005897	2	NA	2	1	2	1	1	3	NA	5	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	NA	4	1	NA	3	NA	2	NA	NA	3	NA	1	NA	NA	2	NA	2	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA
hsa-miR-1246|MIMAT0005898	9	3	6	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1247-5p|MIMAT0005899	154	235	10	1	159	35	4	138	14	9	17	34	75	93	62	1	31	11	24	5	27	4	55	22	15	1	364	150	NA	241	71	252	151	3	233	9	3	211	67	61	144	10	29	130	290	10	6	7	35	29	NA	2	26	4	43	44
hsa-miR-1248|MIMAT0005900	2	4	4	3	4	3	3	8	5	2	2	2	3	3	NA	4	1	NA	2	NA	5	NA	2	8	3	4	NA	13	3	NA	NA	1	31	NA	1	5	2	NA	1	2	7	1	1	17	2	27	NA	NA	5	NA	NA	1	NA	1	2	NA
hsa-miR-1249-3p|MIMAT0005901	9	8	10	8	7	10	3	3	7	15	5	6	7	1	4	1	5	5	7	17	1	2	5	NA	5	4	11	6	2	7	7	5	8	8	4	3	5	24	12	4	13	8	4	7	4	6	1	7	3	5	21	4	1	5	5	10
hsa-miR-1250-5p|MIMAT0005902	5	1	11	NA	2	1	NA	NA	5	NA	1	4	1	3	2	NA	NA	NA	NA	NA	NA	1	NA	2	2	2	3	NA	NA	NA	2	3	2	1	7	NA	NA	NA	5	1	5	1	13	1	3	5	1	9	3	4	1	NA	3	NA	NA	4
hsa-miR-1251-5p|MIMAT0005903	32	8	3	32	25	NA	NA	NA	8	21	NA	5	55	43	3	45	56	9	4	34	NA	1	3	33	9	46	6	1	169	18	122	4	3	160	15	27	1	1	2	2	55	NA	7	80	2	36	550	6	11	417	NA	NA	NA	NA	NA	NA
hsa-miR-1253|MIMAT0005904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1254|MIMAT0005905	21	17	6	9	8	14	3	3	10	4	15	25	1	21	2	13	9	3	5	7	10	3	4	19	5	7	21	8	6	4	71	4	18	38	29	3	4	12	9	12	2	4	12	5	35	40	1	10	14	10	13	15	2	4	13	26
hsa-miR-1255a|MIMAT0005906	NA	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	1	NA	NA	NA	1	NA	NA	3	1	NA	NA	NA	NA	1	2	NA	NA	NA	3	NA	NA	2	1	NA	NA	NA
hsa-miR-1256|MIMAT0005907	NA	NA	1	NA	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	1	1	2	1	NA	NA	NA	NA	NA	NA
hsa-miR-1257|MIMAT0005908	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1258|MIMAT0005909	4	19	13	4	1	4	NA	2	2	7	1	NA	3	1	NA	NA	13	5	22	10	4	NA	2	9	NA	6	NA	7	4	2	4	NA	2	1	8	NA	NA	35	35	6	1	3	NA	1	1	NA	NA	5	NA	1	1	5	3	5	NA	3
hsa-miR-1260a|MIMAT0005911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548g-3p|MIMAT0005912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1261|MIMAT0005913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1262|MIMAT0005914	20	11	44	31	17	21	23	8	19	12	23	18	11	10	24	7	10	6	30	4	19	23	51	16	10	34	12	11	11	8	28	11	14	5	9	1	8	66	43	15	24	9	1	17	19	20	5	18	9	18	29	4	8	6	13	4
hsa-miR-1263|MIMAT0005915	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548n|MIMAT0005916	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA
hsa-miR-548m|MIMAT0005917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1265|MIMAT0005918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548o-3p|MIMAT0005919	2	1	2	2	5	1	NA	2	6	NA	1	6	3	4	1	NA	2	NA	2	1	3	1	1	1	2	1	NA	1	NA	NA	4	1	3	2	2	NA	1	4	4	1	1	1	1	1	3	4	1	1	1	NA	1	1	1	1	4	NA
hsa-miR-1266-5p|MIMAT0005920	56	39	62	13	18	34	9	6	89	48	15	18	10	33	15	28	44	22	51	20	2	7	49	86	16	74	28	14	16	10	66	27	43	57	29	26	19	48	35	10	18	30	25	34	14	105	52	16	57	47	43	75	16	40	54	13
hsa-miR-1267|MIMAT0005921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
hsa-miR-1268a|MIMAT0005922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1269a|MIMAT0005923	1858	530	2191	12368	95	318	96	5203	17325	165	9	15767	12364	138	4494	2084	2557	3961	8226	10230	1037	3450	22	5369	30	8052	40	13	2966	2909	4344	907	576	12029	26	2786	1407	25	303	6083	12	2379	33	18044	62	4170	1781	9482	357	161	570	2741	6540	1294	41	52
hsa-miR-1270|MIMAT0005924	NA	NA	2	1	NA	NA	10	12	2	2	1	NA	1	10	1	NA	NA	7	43	9	NA	10	12	9	NA	58	12	19	1	2	2	NA	1	2	8	5	NA	8	NA	1	17	5	1	NA	9	9	7	NA	NA	2	NA	NA	1	48	7	NA
hsa-miR-1272|MIMAT0005925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1273a|MIMAT0005926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548h-5p|MIMAT0005928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1275|MIMAT0005929	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	2	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	4	1	NA	NA	1	7	NA	NA	1	5	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	2	NA	NA	NA	1	NA	NA
hsa-miR-1276|MIMAT0005930	15	10	15	3	1	NA	1	1	2	4	6	5	7	3	NA	2	2	NA	1	12	3	NA	NA	2	1	1	7	1	NA	1	2	2	11	2	8	NA	4	3	5	1	NA	NA	5	1	2	2	3	1	2	2	4	3	1	NA	3	4
hsa-miR-302e|MIMAT0005931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-302f|MIMAT0005932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1277-3p|MIMAT0005933	42	26	26	13	33	14	19	12	25	10	15	11	11	8	13	11	10	26	6	10	41	10	21	14	13	12	45	18	9	14	26	10	27	8	18	13	10	14	40	13	7	11	17	5	25	10	41	24	20	15	25	25	24	6	12	12
hsa-miR-548p|MIMAT0005934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
