Gene	TCGA-3X-AAV9-01A-72R-A41D-13	TCGA-3X-AAVA-01A-11R-A41D-13	TCGA-3X-AAVB-01A-31R-A41D-13	TCGA-3X-AAVC-01A-21R-A41D-13	TCGA-3X-AAVE-01A-11R-A41D-13	TCGA-4G-AAZO-01A-12R-A41D-13	TCGA-4G-AAZT-01A-11R-A41D-13	TCGA-W5-AA2G-01A-11R-A41D-13	TCGA-W5-AA2H-01A-31R-A41D-13	TCGA-W5-AA2I-01A-32R-A41D-13	TCGA-W5-AA2I-11A-11R-A41D-13	TCGA-W5-AA2O-01A-11R-A41D-13	TCGA-W5-AA2Q-01A-11R-A41D-13	TCGA-W5-AA2Q-11A-11R-A41D-13	TCGA-W5-AA2R-01A-11R-A41D-13	TCGA-W5-AA2R-11A-11R-A41D-13	TCGA-W5-AA2T-01A-12R-A41D-13	TCGA-W5-AA2U-01A-11R-A41D-13	TCGA-W5-AA2U-11A-11R-A41D-13	TCGA-W5-AA2W-01A-11R-A41D-13	TCGA-W5-AA2X-01A-11R-A41D-13	TCGA-W5-AA2X-11A-11R-A41D-13	TCGA-W5-AA2Z-01A-11R-A41D-13	TCGA-W5-AA30-01A-31R-A41D-13	TCGA-W5-AA30-11A-11R-A41D-13	TCGA-W5-AA31-01A-11R-A41D-13	TCGA-W5-AA31-11A-11R-A41D-13	TCGA-W5-AA33-01A-11R-A41D-13	TCGA-W5-AA34-01A-11R-A41D-13	TCGA-W5-AA34-11A-11R-A41D-13	TCGA-W5-AA36-01A-11R-A41D-13	TCGA-W5-AA38-01A-11R-A41D-13	TCGA-W5-AA39-01A-11R-A41D-13	TCGA-W6-AA0S-01A-11R-A41D-13	TCGA-WD-A7RX-01A-12R-A41D-13	TCGA-YR-A95A-01A-12R-A41D-13	TCGA-ZD-A8I3-01A-11R-A41D-13	TCGA-ZH-A8Y1-01A-11R-A41D-13	TCGA-ZH-A8Y2-01A-11R-A41D-13	TCGA-ZH-A8Y4-01A-11R-A41D-13	TCGA-ZH-A8Y5-01A-11R-A41D-13	TCGA-ZH-A8Y6-01A-11R-A41D-13	TCGA-ZH-A8Y8-01A-51R-A41D-13	TCGA-ZU-A8S4-01A-11R-A41D-13	TCGA-ZU-A8S4-11A-11R-A41D-13
hsa-miR-638|MIMAT0003308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-639|MIMAT0003309	3	NA	NA	3	2	NA	2	2	6	2	3	NA	2	NA	2	4	NA	2	2	NA	1	2	NA	NA	3	1	NA	6	8	NA	1	NA	NA	1	2	NA	3	1	2	4	1	NA	NA	NA	1
hsa-miR-640|MIMAT0003310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-641|MIMAT0003311	NA	NA	1	1	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1
hsa-miR-642a-5p|MIMAT0003312	13	35	55	3	10	13	10	6	30	8	4	26	5	9	13	6	33	52	4	45	2	5	24	6	14	4	2	5	15	6	24	3	13	82	14	10	33	7	4	23	21	2	44	14	12
hsa-miR-643|MIMAT0003313	1	1	2	NA	NA	2	3	1	1	10	1	2	1	2	NA	2	2	NA	1	NA	3	3	NA	NA	NA	3	NA	3	1	NA	1	1	2	1	NA	3	2	1	2	2	2	NA	8	1	2
hsa-miR-644a|MIMAT0003314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-645|MIMAT0003315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-646|MIMAT0003316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-647|MIMAT0003317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-648|MIMAT0003318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-649|MIMAT0003319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-650|MIMAT0003320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-651-5p|MIMAT0003321	20	34	25	12	7	14	24	12	17	38	6	5	6	41	13	20	34	13	16	38	21	20	18	12	23	6	14	15	37	16	10	16	10	32	34	8	7	27	18	31	6	54	32	8	41
hsa-miR-652-3p|MIMAT0003322	71	28	79	235	80	47	86	40	113	83	13	20	32	73	60	47	163	80	41	107	104	55	34	34	68	70	38	72	73	21	49	117	63	54	61	81	55	105	63	66	54	68	102	67	78
hsa-miR-548d-5p|MIMAT0004812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548d-3p|MIMAT0003323	NA	NA	NA	5	NA	NA	NA	NA	1	2	NA	NA	1	1	NA	NA	4	NA	1	NA	2	1	2	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA
hsa-miR-661|MIMAT0003324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-662|MIMAT0003325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA
hsa-miR-663a|MIMAT0003326	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	1	NA	1	NA	1	1	NA	1	NA	NA	2	NA	NA	1	NA	1	NA	NA	NA	6	NA	NA	2	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA
hsa-miR-449b-5p|MIMAT0003327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-449b-3p|MIMAT0009203	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA
hsa-miR-653-5p|MIMAT0003328	53	27	139	354	36	25	11	32	20	56	18	9	32	22	49	23	14	44	22	19	49	33	40	60	38	13	20	22	16	20	21	35	7	31	48	43	33	13	46	15	51	73	73	48	20
hsa-miR-411-5p|MIMAT0003329	23	20	44	11	8	115	28	21	9	92	17	11	11	85	10	38	38	21	35	360	31	58	45	9	51	215	34	45	95	19	12	44	8	9	18	57	89	17	49	26	30	14	307	98	64
hsa-miR-411-3p|MIMAT0004813	1	1	8	5	2	28	2	5	1	16	2	2	1	13	1	1	9	4	5	48	6	8	9	4	12	67	3	11	20	2	4	10	2	7	1	8	11	9	11	5	9	2	44	34	11
hsa-miR-654-5p|MIMAT0003330	10	6	11	7	2	31	7	4	3	23	3	4	1	11	3	7	17	4	5	113	13	8	15	NA	19	105	3	5	32	NA	7	30	6	6	4	25	8	13	26	3	9	8	79	34	21
hsa-miR-654-3p|MIMAT0004814	226	92	264	95	75	249	151	174	24	216	109	47	58	259	62	132	186	116	136	351	124	373	175	67	436	1338	173	192	379	202	149	132	42	114	129	300	342	130	290	67	201	76	696	320	291
hsa-miR-655-3p|MIMAT0003331	29	7	30	8	6	92	14	4	3	38	2	1	1	22	8	6	26	15	7	187	10	23	22	6	25	70	7	20	46	5	13	20	5	4	14	30	28	20	34	6	8	5	91	37	16
hsa-miR-656-3p|MIMAT0003332	11	5	17	4	2	19	10	NA	3	22	2	1	NA	5	4	3	10	6	2	29	2	6	10	NA	2	23	NA	5	12	2	5	3	NA	7	6	17	7	8	8	4	5	4	29	7	10
hsa-miR-549a|MIMAT0003333	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	2	NA	NA
hsa-miR-657|MIMAT0003335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-658|MIMAT0003336	NA	NA	NA	1	2	NA	1	1	1	2	NA	1	1	NA	1	4	2	NA	NA	5	2	NA	NA	1	1	NA	NA	NA	4	1	NA	NA	NA	1	2	NA	2	NA	1	NA	3	1	2	1	1
hsa-miR-659-3p|MIMAT0003337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-660-5p|MIMAT0003338	525	221	410	371	140	205	402	108	300	989	83	98	211	577	204	245	654	286	224	210	166	283	323	303	316	255	213	264	219	212	69	313	191	170	336	250	114	307	319	173	185	435	1227	162	681
hsa-miR-421|MIMAT0003339	13	7	11	15	5	4	5	7	4	22	1	2	2	6	5	3	16	5	1	8	13	3	1	8	8	10	2	3	6	2	6	7	1	8	13	10	8	10	28	6	5	5	10	2	10
hsa-miR-542-5p|MIMAT0003340	10	2	13	8	7	5	13	9	4	33	4	4	3	23	5	6	11	14	13	7	1	12	4	4	15	6	6	12	4	19	3	2	4	1	11	22	4	6	7	6	6	2	9	3	28
hsa-miR-542-3p|MIMAT0003389	3125	474	2181	716	569	1111	3147	979	585	4690	936	157	380	3415	1086	2101	1468	1199	1582	1419	754	2446	981	639	2626	1166	1559	2070	745	1792	1276	622	561	355	1353	3535	1065	685	1594	986	744	1185	1257	1038	4043
hsa-miR-758-3p|MIMAT0003879	124	35	110	42	13	92	68	44	18	127	32	28	11	139	22	63	90	44	44	301	59	86	94	14	114	436	62	89	116	55	48	52	12	42	33	136	127	48	99	34	71	27	206	146	135
hsa-miR-1264|MIMAT0005791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-671-5p|MIMAT0003880	23	17	26	17	15	16	14	10	14	43	4	11	7	7	10	10	27	13	8	28	18	17	21	19	10	10	15	5	7	10	18	27	22	13	25	21	17	6	13	28	17	20	24	19	17
hsa-miR-671-3p|MIMAT0004819	4	3	6	9	5	8	14	5	5	6	3	NA	6	10	10	4	12	8	5	9	8	3	4	8	6	11	6	7	2	7	2	3	8	3	3	9	5	13	6	10	5	8	7	9	13
hsa-miR-668-3p|MIMAT0003881	2	NA	2	1	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	3	NA	NA	NA	7	1	NA
hsa-miR-767-5p|MIMAT0003882	3	NA	NA	NA	NA	NA	1	NA	3	NA	2	NA	NA	NA	NA	NA	2	1	NA	NA	514	NA	NA	NA	NA	NA	NA	NA	1	1	2	NA	1	NA	NA	NA	1	NA	1336	1	2	NA	1	NA	1
hsa-miR-767-3p|MIMAT0003883	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	NA	NA
hsa-miR-1224-5p|MIMAT0005458	3	NA	40	67	1	1	2	3	NA	1	NA	14	22	NA	NA	NA	19	3	NA	2	NA	NA	NA	1	NA	10	1	5	9	NA	24	1	NA	1	NA	1	NA	18	4	1	38	3	7	NA	1
hsa-miR-1224-3p|MIMAT0005459	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
hsa-miR-320b|MIMAT0005792	6	4	8	4	10	57	35	2	28	26	NA	1	40	12	14	3	88	22	2	23	12	7	10	12	14	13	6	12	12	4	17	12	6	6	9	25	29	29	18	8	52	46	6	8	5
hsa-miR-320c|MIMAT0005793	7	2	2	6	3	10	11	NA	3	8	NA	NA	11	3	6	2	19	10	3	10	5	3	5	2	2	1	2	3	7	2	3	2	1	5	2	7	4	16	10	7	16	6	13	1	7
hsa-miR-1296-5p|MIMAT0005794	31	8	29	11	3	13	22	14	8	47	2	NA	12	10	8	10	48	20	6	3	38	12	20	8	15	8	7	15	24	12	9	13	6	17	8	8	16	26	8	6	23	11	26	20	24
hsa-miR-1468-5p|MIMAT0006789	41	14	53	25	35	11	51	34	47	15	66	10	13	191	51	136	121	81	167	11	49	106	21	62	147	16	116	25	18	103	6	1	30	16	58	19	11	20	21	36	32	27	23	28	154
hsa-miR-1323|MIMAT0005795	NA	3	2	NA	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	5	4	NA	NA
hsa-miR-1271-5p|MIMAT0005796	7	11	12	1	21	7	7	10	18	22	1	1	20	16	15	13	25	1	4	12	3	18	14	16	24	6	7	11	7	1	5	3	NA	6	10	11	23	12	19	6	13	10	10	16	13
hsa-miR-1301-3p|MIMAT0005797	32	50	27	66	40	52	31	23	45	67	5	23	9	7	22	9	83	65	10	59	24	24	20	60	20	22	9	16	21	8	44	82	41	22	28	27	37	70	49	43	33	98	28	33	25
hsa-miR-454-5p|MIMAT0003884	2	NA	3	4	5	NA	2	3	6	16	NA	NA	5	1	4	1	19	2	1	1	4	NA	4	8	NA	4	NA	1	2	NA	1	4	1	1	3	2	4	6	3	2	1	4	5	5	NA
hsa-miR-454-3p|MIMAT0003885	31	52	40	32	46	23	35	17	40	145	2	36	20	22	24	8	68	47	13	39	26	13	38	48	14	21	9	26	30	12	24	32	20	52	60	26	37	36	43	34	35	43	86	20	14
hsa-miR-1185-5p|MIMAT0005798	NA	1	1	NA	1	1	1	1	NA	3	NA	2	1	NA	NA	NA	2	NA	NA	11	NA	4	NA	1	2	3	NA	1	2	1	1	3	NA	1	NA	1	NA	1	NA	2	1	1	6	1	1
hsa-miR-449c-5p|MIMAT0010251	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
hsa-miR-449c-3p|MIMAT0013771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1283|MIMAT0005799	NA	2	2	NA	NA	2	NA	NA	NA	3	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA
hsa-miR-769-5p|MIMAT0003886	79	83	60	63	39	20	127	22	56	237	16	23	57	65	40	48	231	79	27	95	82	50	55	46	58	36	26	51	53	35	43	65	47	156	52	94	64	97	89	48	54	43	107	53	78
hsa-miR-769-3p|MIMAT0003887	2	1	3	5	11	1	5	9	6	20	2	2	4	3	1	4	20	8	1	6	6	6	2	5	1	2	3	3	1	2	4	10	9	3	4	11	8	3	12	10	8	3	4	2	4
hsa-miR-766-3p|MIMAT0003888	37	38	48	33	16	39	23	30	77	44	17	13	45	41	47	62	56	36	25	27	20	61	37	24	63	61	47	29	22	35	22	41	62	27	38	20	38	36	27	20	20	82	43	41	64
hsa-miR-762|MIMAT0010313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-802|MIMAT0004185	NA	NA	11	24	NA	NA	4	4	4	2	5	NA	NA	4	NA	1	6	1	3	NA	NA	1	NA	61	1	NA	1	NA	NA	17	NA	NA	NA	NA	1	NA	NA	3	4	NA	NA	NA	NA	NA	9
hsa-miR-670-5p|MIMAT0010357	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1298-5p|MIMAT0005800	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
hsa-miR-2113|MIMAT0009206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-761|MIMAT0010364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-764|MIMAT0010367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-759|MIMAT0010497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-765|MIMAT0003945	NA	NA	NA	1	1	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	2	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	1	1	1	1	1	1
hsa-miR-770-5p|MIMAT0003948	NA	NA	1	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	2	NA	NA	3	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	2	NA	NA
hsa-miR-675-5p|MIMAT0004284	NA	1	NA	NA	NA	1	NA	1	1	2	NA	NA	NA	3	NA	13	1	NA	4	1	1	2	NA	NA	10	1	2	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA
hsa-miR-675-3p|MIMAT0006790	14	40	75	27	21	16	31	900	121	199	250	196	11	2811	11	7073	85	36	3241	115	634	1205	61	12	6281	398	834	326	2	1000	20	6	165	55	552	267	13	47	30	70	40	17	77	5	1113
hsa-miR-298|MIMAT0004901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-891a-5p|MIMAT0004902	NA	23	197	16	2	NA	1	5	5	NA	NA	NA	NA	NA	NA	3	NA	5	1	2	NA	2	2	NA	4	1	3	NA	4	1	11	4	NA	2	NA	NA	2	1	1	NA	NA	NA	5	NA	4
hsa-miR-300|MIMAT0004903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-892a|MIMAT0004907	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-450b-5p|MIMAT0004909	264	52	195	30	29	129	135	53	15	271	48	16	20	133	35	87	63	49	64	52	30	96	105	88	120	62	80	77	42	78	51	36	23	34	157	134	49	22	74	42	37	111	87	42	131
hsa-miR-450b-3p|MIMAT0004910	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA
hsa-miR-874-3p|MIMAT0004911	133	206	421	194	71	90	67	70	155	117	64	210	221	78	127	240	264	665	135	126	58	178	138	250	317	192	147	59	250	126	278	373	9	47	346	59	197	212	213	122	118	92	265	134	295
hsa-miR-890|MIMAT0004912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-891b|MIMAT0004913	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-888-5p|MIMAT0004916	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-888-3p|MIMAT0004917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-892b|MIMAT0004918	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-541-5p|MIMAT0004919	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	1	NA	NA	NA	1	NA	2	NA	1
hsa-miR-541-3p|MIMAT0004920	7	1	1	4	2	4	1	4	1	4	NA	1	NA	NA	NA	1	3	1	NA	14	1	3	1	NA	2	7	1	3	3	1	2	6	1	NA	1	3	1	NA	1	1	1	1	8	4	NA
hsa-miR-889-3p|MIMAT0004921	320	77	273	126	35	867	82	72	19	346	25	36	21	336	52	140	169	94	89	1693	76	113	177	29	182	787	89	121	297	61	108	227	54	72	74	314	182	178	187	89	133	105	763	362	275
hsa-miR-875-5p|MIMAT0004922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-875-3p|MIMAT0004923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-876-5p|MIMAT0004924	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-876-3p|MIMAT0004925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-708-5p|MIMAT0004926	110	111	381	5	48	35	90	5	82	103	4	5	29	7	42	4	58	56	4	59	4	11	165	59	11	9	NA	32	21	3	13	8	1	72	32	61	35	118	21	29	52	5	99	91	3
hsa-miR-708-3p|MIMAT0004927	305	300	850	13	181	76	190	41	210	149	10	5	75	30	140	15	84	155	31	169	12	38	378	166	59	47	8	99	49	18	34	41	8	165	114	159	96	177	96	90	125	14	195	509	17
