Gene	TCGA-FA-8693-01A-11R-2401-13	TCGA-FA-A4BB-01A-11R-A31S-13	TCGA-FA-A4XK-01A-11R-A31S-13	TCGA-FA-A6HN-01A-11R-A31S-13	TCGA-FA-A6HO-01A-11R-A31S-13	TCGA-FA-A7DS-01A-11R-A38N-13	TCGA-FA-A7Q1-01A-11R-A38N-13	TCGA-FA-A82F-01A-11R-A38N-13	TCGA-FA-A86F-01A-11R-A38N-13	TCGA-FF-8041-01A-11R-2212-13	TCGA-FF-8042-01A-11R-2212-13	TCGA-FF-8043-01A-11R-2212-13	TCGA-FF-8046-01A-11R-2212-13	TCGA-FF-8047-01A-11R-2212-13	TCGA-FF-8061-01A-11R-2212-13	TCGA-FF-8062-01A-11R-2212-13	TCGA-FF-A7CQ-01A-11R-A38N-13	TCGA-FF-A7CR-01A-11R-A38N-13	TCGA-FF-A7CW-01A-11R-A38N-13	TCGA-FF-A7CX-01A-12R-A38N-13	TCGA-FM-8000-01A-11R-2212-13	TCGA-G8-6324-01A-11R-2212-13	TCGA-G8-6325-01A-11R-2212-13	TCGA-G8-6326-01A-11R-2212-13	TCGA-G8-6906-01A-11R-2212-13	TCGA-G8-6907-01A-11R-2212-13	TCGA-G8-6909-01A-11R-2212-13	TCGA-G8-6914-01A-11R-2212-13	TCGA-GR-7353-01A-11R-2212-13	TCGA-GR-A4D4-01A-11R-A31S-13	TCGA-GR-A4D5-01A-11R-A31S-13	TCGA-GR-A4D6-01A-11R-A31S-13	TCGA-GR-A4D9-01B-11R-A31S-13	TCGA-GS-A9TQ-01A-11R-A38N-13	TCGA-GS-A9TT-01A-11R-A38N-13	TCGA-GS-A9TU-01A-11R-A38N-13	TCGA-GS-A9TV-01A-11R-A38N-13	TCGA-GS-A9TW-01A-11R-A38N-13	TCGA-GS-A9TX-01A-11R-A38N-13	TCGA-GS-A9TY-01A-11R-A39J-13	TCGA-GS-A9TZ-01A-11R-A39J-13	TCGA-GS-A9U3-01A-11R-A39J-13	TCGA-GS-A9U4-01A-11R-A39J-13	TCGA-RQ-A68N-01A-11R-A31S-13	TCGA-RQ-A6JB-01A-11R-A31S-13	TCGA-RQ-AAAT-01A-11R-A39J-13	TCGA-VB-A8QN-01A-11R-A38N-13
hsa-miR-1268a|MIMAT0005922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1269a|MIMAT0005923	3	NA	3	53	NA	1	1	NA	NA	10	2	305	66	5	3	6	NA	NA	NA	NA	NA	5	7	8	3	3	6	NA	15724	1	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2
hsa-miR-1270|MIMAT0005924	10	2	12	24	11	45	55	19	10	28	14	39	4	15	22	14	11	48	3	2	31	29	56	10	19	27	26	3	NA	46	17	21	7	15	7	21	11	4	26	14	3	19	8	11	3	8	30
hsa-miR-1272|MIMAT0005925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1273a|MIMAT0005926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548h-5p|MIMAT0005928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1275|MIMAT0005929	NA	1	1	1	NA	NA	1	NA	NA	1	1	17	NA	NA	2	1	NA	NA	2	2	1	NA	NA	NA	NA	8	2	NA	1	NA	NA	1	NA	1	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1276|MIMAT0005930	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	4	1	2	NA	NA	NA	1	1	1	3	NA	NA	2	2	1	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	2	1
hsa-miR-302e|MIMAT0005931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-302f|MIMAT0005932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1277-3p|MIMAT0005933	1	11	6	6	15	8	47	34	14	8	7	27	3	12	9	23	8	32	28	39	7	58	16	56	18	8	6	8	6	12	13	16	2	40	26	18	12	12	14	10	10	19	14	3	20	5	18
hsa-miR-548p|MIMAT0005934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548i|MIMAT0005935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1278|MIMAT0005936	NA	NA	NA	1	NA	NA	3	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	2	NA	NA	NA	2	1	NA	NA	NA	NA
hsa-miR-1279|MIMAT0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1281|MIMAT0005939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1282|MIMAT0005940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1284|MIMAT0005941	NA	NA	NA	NA	2	3	2	4	2	1	NA	1	NA	NA	2	1	2	5	2	NA	1	NA	1	1	4	NA	1	NA	2	1	2	1	NA	4	6	2	NA	NA	1	1	1	NA	3	1	NA	NA	NA
hsa-miR-1288-3p|MIMAT0005942	3	1	NA	5	1	5	5	4	8	9	3	4	4	3	2	5	2	4	2	3	1	4	6	3	2	9	2	1	6	4	2	2	NA	1	1	1	3	NA	9	NA	1	2	1	NA	2	3	2
hsa-miR-1292-5p|MIMAT0005943	NA	4	1	2	1	11	2	8	9	3	NA	3	NA	5	1	1	2	9	2	8	1	2	NA	5	4	6	2	NA	8	3	6	1	2	1	2	5	3	2	4	2	1	3	2	3	2	1	1
hsa-miR-1252-5p|MIMAT0005944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1255b-5p|MIMAT0005945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-664a-5p|MIMAT0005948	5	17	21	83	16	5	126	23	22	36	11	234	1	7	20	8	2	12	3	10	16	33	17	11	22	202	9	6	143	38	16	132	3	5	8	30	13	13	14	4	30	14	4	15	22	3	11
hsa-miR-664a-3p|MIMAT0005949	59	94	107	1204	176	41	1567	258	210	560	113	2212	14	145	151	101	44	281	102	238	263	525	230	311	157	1551	71	60	1474	260	109	780	19	316	94	262	202	110	365	43	567	240	73	36	244	30	381
hsa-miR-1306-3p|MIMAT0005950	5	1	4	2	5	18	15	10	10	7	2	10	6	2	8	8	1	17	4	8	10	1	11	16	11	11	14	5	16	7	11	1	2	7	7	10	5	2	13	1	2	2	3	NA	5	3	6
hsa-miR-1307-3p|MIMAT0005951	4420	3548	3266	4093	3609	4487	8670	7402	8458	8160	5672	9909	2084	5235	4315	4143	2367	11812	4408	4963	3497	3384	12435	6482	4290	2063	4508	3513	8601	4697	4515	3294	2881	6393	3508	9783	4555	1845	8630	1099	3070	5750	3063	2007	7041	1914	4117
hsa-miR-513b-5p|MIMAT0005788	NA	NA	NA	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	3	NA	1	NA	NA	NA	NA
hsa-miR-513c-5p|MIMAT0005789	NA	NA	NA	5	NA	NA	NA	NA	6	1	NA	NA	1	NA	3	NA	NA	8	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	8	NA	NA	6	5	NA	7	NA	NA	NA	NA
hsa-miR-1321|MIMAT0005952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1322|MIMAT0005953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
hsa-miR-1197|MIMAT0005955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1324|MIMAT0005956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1469|MIMAT0007347	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1470|MIMAT0007348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1471|MIMAT0007349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1537-3p|MIMAT0007399	NA	1	NA	NA	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	1	1	4	NA	NA	NA	NA	1	21	NA	NA	NA	NA	NA	NA	NA	2	NA	2	1	1	1	NA	NA	NA	NA	2	3	1	1	NA	1
hsa-miR-1538|MIMAT0007400	1	1	NA	10	3	1	3	2	9	5	2	2	1	3	3	2	2	7	5	3	2	3	6	2	2	4	6	1	8	NA	1	5	2	2	1	6	NA	NA	1	NA	NA	1	NA	1	2	2	1
hsa-miR-1539|MIMAT0007401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-103b|MIMAT0007402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-320d|MIMAT0006764	2	2	NA	1	NA	1	NA	6	1	1	1	1	1	1	1	1	NA	NA	NA	1	NA	3	NA	3	NA	1	6	NA	4	2	NA	1	NA	NA	NA	1	NA	1	NA	1	1	1	NA	NA	2	NA	3
hsa-miR-1825|MIMAT0006765	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1827|MIMAT0006767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1908-5p|MIMAT0007881	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1909-5p|MIMAT0007882	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1909-3p|MIMAT0007883	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1910-5p|MIMAT0007884	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	7	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	1
hsa-miR-1911-5p|MIMAT0007885	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1911-3p|MIMAT0007886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1912|MIMAT0007887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA
hsa-miR-1913|MIMAT0007888	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
hsa-miR-1914-5p|MIMAT0007889	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
hsa-miR-1914-3p|MIMAT0007890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1915-5p|MIMAT0007891	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
hsa-miR-1915-3p|MIMAT0007892	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1972|MIMAT0009447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1973|MIMAT0009448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1976|MIMAT0009451	139	77	66	182	66	61	158	183	168	141	109	180	34	58	160	126	52	189	60	217	76	109	344	360	108	353	117	53	193	171	95	94	52	30	38	207	70	35	115	40	81	109	112	79	197	45	86
hsa-miR-2052|MIMAT0009977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-2053|MIMAT0009978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-2054|MIMAT0009979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-2110|MIMAT0010133	4	10	6	5	11	4	6	10	9	10	2	2	3	2	4	NA	7	10	1	4	7	7	2	9	10	4	6	3	7	12	17	32	11	2	3	5	5	3	8	3	5	7	6	4	8	6	3
hsa-miR-2114-5p|MIMAT0011156	NA	NA	NA	1	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	1	1	2	1	NA	NA	NA	NA	NA	NA	3
hsa-miR-2114-3p|MIMAT0011157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-2115-5p|MIMAT0011158	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA
hsa-miR-2115-3p|MIMAT0011159	NA	1	3	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	2	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	18	1	NA	NA	NA
hsa-miR-2116-5p|MIMAT0011160	NA	NA	NA	2	NA	NA	NA	3	NA	2	2	4	NA	NA	7	NA	NA	NA	1	2	1	2	1	1	NA	26	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	1	1	2
hsa-miR-2116-3p|MIMAT0011161	4	3	NA	1	1	1	6	9	2	5	16	4	4	4	7	8	1	1	6	7	17	2	9	5	3	58	NA	3	18	4	4	3	3	1	1	10	2	1	1	2	1	4	1	3	1	NA	5
hsa-miR-2117|MIMAT0011162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548q|MIMAT0011163	NA	1	NA	NA	1	NA	4	3	NA	1	1	6	NA	1	1	1	NA	1	1	1	NA	NA	NA	2	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	1	NA	4
hsa-miR-2276-3p|MIMAT0011775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA
hsa-miR-2277-5p|MIMAT0017352	6	4	4	2	5	9	8	4	7	13	4	6	4	1	1	4	3	6	3	2	8	5	14	3	3	4	4	2	8	3	4	4	1	2	2	3	13	NA	6	1	NA	5	2	2	13	4	1
hsa-miR-2277-3p|MIMAT0011777	NA	NA	NA	2	1	1	2	NA	1	5	2	NA	1	NA	NA	3	NA	3	1	2	NA	2	4	5	2	4	4	2	3	2	2	1	NA	2	NA	1	2	3	1	NA	NA	1	2	NA	2	NA	2
hsa-miR-2278|MIMAT0011778	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-711|MIMAT0012734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-718|MIMAT0012735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-2861|MIMAT0013802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-2909|MIMAT0013863	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3115|MIMAT0014977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
hsa-miR-3116|MIMAT0014978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA
hsa-miR-3117-3p|MIMAT0014979	4	NA	1	1	NA	NA	1	10	NA	1	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	3	3	NA	NA	NA	1	NA	NA	2	NA	NA	1	NA	4	2	10	5	2
hsa-miR-3118|MIMAT0014980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3119|MIMAT0014981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3120-3p|MIMAT0014982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3121-3p|MIMAT0014983	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3122|MIMAT0014984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
